概要,企業,予想日,予想時刻,売買,ユーザ名,所持ポイント,登録時株価,取得ポイント,目標株価,予想期間,理由,コメント,データ取得時株価,データ取得日,データ取得時間,参照html
"京成電鉄(9009)の買い予想。 goodknight1987 さんの売買予想。 目標株価： 1,200円 期間： 中期(数週間~数ヶ月) 理由： その他 買い",京成電鉄,2011/11/02,22:46,買い予想,goodknight1987さん,319.77,"1,038.0",+444.07,"1,200",中期(数週間～数ヶ月),その他,,"2,637.0",04月10日,10:52,C:\Users\naoya\Desktop\nikkei225\minkabu\Output/9009-京成電鉄/2017-04-10-10-51-21/comment\29.html
"京成電鉄(9009)の買い予想。 up.down さんの売買予想。 目標株価： 3,243円 期間： 中期(数週間~数ヶ月) 理由： チャート 買い予想 中期 目標株価3,234円",京成電鉄,2017/01/10,08:54,買い予想,up.downさん,0.28,"2,917.0",-25.15,"3,243",中期(数週間～数ヶ月),チャート,,"2,639.0",04月10日,10:51,C:\Users\naoya\Desktop\nikkei225\minkabu\Output/9009-京成電鉄/2017-04-10-10-51-21/comment\3.html
"京成電鉄(9009)の買い予想。 moko♡ さんの売買予想。 目標株価： 1,082円 期間： 中期(数週間~数ヶ月) 理由： その他 買い♡",京成電鉄,2011/10/18,23:03,買い予想,moko♡さん,338.94,"1,048.0",+437.12,"1,082",中期(数週間～数ヶ月),その他,好需給♡,"2,637.0",04月10日,10:52,C:\Users\naoya\Desktop\nikkei225\minkabu\Output/9009-京成電鉄/2017-04-10-10-51-21/comment\30.html
"京成電鉄(9009)の買い予想。 takuyakun613 さんの売買予想。 目標株価： 1,192円 期間： 短期(数分~数日) 理由： その他 個人投資家の意見「売り」に反対",京成電鉄,2011/10/05,16:43,買い予想,takuyakun613さん,53.13,"1,086.0",+411.87,"1,192",短期(数分～数日),その他,,"2,637.0",04月10日,10:52,C:\Users\naoya\Desktop\nikkei225\minkabu\Output/9009-京成電鉄/2017-04-10-10-51-21/comment\31.html
"京成電鉄(9009)の買い予想。 syunyu さんの売買予想。 目標株価： 1,178円 期間： 中期(数週間~数ヶ月) 理由： チャート 買い",京成電鉄,2011/10/04,19:02,買い予想,syunyuさん,332.58,"1,082.0",+410.24,"1,178",中期(数週間～数ヶ月),チャート,,"2,637.0",04月10日,10:52,C:\Users\naoya\Desktop\nikkei225\minkabu\Output/9009-京成電鉄/2017-04-10-10-51-21/comment\32.html
"京成電鉄(9009)の買い予想。 AAI Fund さんの売買予想。 目標株価： 1,000円 期間： 長期(数ヶ月～数年) 理由： チャート kai",京成電鉄,2011/04/03,11:48,買い予想,AAI Fundさん,594.97,940.0,+515.17,"1,000",長期(数ヶ月～数年),チャート,,"2,637.0",04月10日,10:52,C:\Users\naoya\Desktop\nikkei225\minkabu\Output/9009-京成電鉄/2017-04-10-10-51-21/comment\33.html
"京成電鉄(9009)の買い予想。 ジャックブルー さんの売買予想。 目標株価： 1,300円 期間： 中期(数週間~数ヶ月) 理由： その他 買い予想！",京成電鉄,2011/02/14,16:18,買い予想,ジャックブルーさん,630.31,"1,174.0",+355.81,"1,300",中期(数週間～数ヶ月),その他,何となくの買い予想！,"2,637.0",04月10日,10:52,C:\Users\naoya\Desktop\nikkei225\minkabu\Output/9009-京成電鉄/2017-04-10-10-51-21/comment\34.html
京成電鉄(9009)の売り予想。 空飛ぶ モンティ・パイ さんの売買予想。 目標株価： 13円 G20まで騰がるか？,京成電鉄,2010/11/11,12:22,売り予想,空飛ぶ モンティ・パイさん,-418.66,"1,144.0",-373.09,13,,,なんとなく下がるとかなんかおもったりなんかしちゃったりして～,"2,637.0",04月10日,10:52,C:\Users\naoya\Desktop\nikkei225\minkabu\Output/9009-京成電鉄/2017-04-10-10-51-21/comment\35.html
"京成電鉄(9009)の買い予想。 ショーストッパー さんの売買予想。 目標株価： 1,218円 期間： 中期(数週間~数ヶ月) 理由： チャート 信用倍率ウリ残多し",京成電鉄,2010/10/07,16:43,買い予想,ショーストッパーさん,-11.81,"1,134.0",+378.39,"1,218",中期(数週間～数ヶ月),チャート,信用倍率危険・・・,"2,637.0",04月10日,10:52,C:\Users\naoya\Desktop\nikkei225\minkabu\Output/9009-京成電鉄/2017-04-10-10-51-21/comment\36.html
"京成電鉄(9009)の買い予想。 daisuke1116 さんの売買予想。 目標株価： 1,400円 期間： 長期(数ヶ月～数年) けにせい",京成電鉄,2010/09/27,02:18,買い予想,daisuke1116さん,161.02,"1,138.0",+376.06,"1,400",長期(数ヶ月～数年),,,"2,637.0",04月10日,10:52,C:\Users\naoya\Desktop\nikkei225\minkabu\Output/9009-京成電鉄/2017-04-10-10-51-21/comment\37.html
京成電鉄(9009)の買い予想。 ボナンザ さんの売買予想。 目標株価： 13円 期間： 短期(数分~数日) 理由： その他 株価診断結果「割安」に賛成,京成電鉄,2010/06/01,21:36,買い予想,ボナンザさん,520.1,990.0,+474.79,13,短期(数分～数日),その他,"そろそろ買い
","2,637.0",04月10日,10:52,C:\Users\naoya\Desktop\nikkei225\minkabu\Output/9009-京成電鉄/2017-04-10-10-51-21/comment\38.html
"京成電鉄(9009)の買い予想。 naka987 さんの売買予想。 目標株価： 1,200円 期間： 長期(数ヶ月～数年) 理由： 業績(会社計画の修正発表を含む) 目標株価",京成電鉄,2010/05/25,22:38,買い予想,naka987さん,289.48,996.0,+470.22,"1,200",長期(数ヶ月～数年),業績(会社計画の修正発表を含む),,"2,637.0",04月10日,10:52,C:\Users\naoya\Desktop\nikkei225\minkabu\Output/9009-京成電鉄/2017-04-10-10-51-21/comment\39.html
"京成電鉄(9009)の売り予想。 エグゼクティブ・まっち さんの売買予想。 目標株価： 1,986円 期間： 長期(数ヶ月～数年) 理由： チャート 2017",京成電鉄,2017/01/02,10:13,売り予想,エグゼクティブ・まっちさん,-14.13,"2,863.0",+20.06,"1,985",長期(数ヶ月～数年),チャート,,"2,639.0",04月10日,10:51,C:\Users\naoya\Desktop\nikkei225\minkabu\Output/9009-京成電鉄/2017-04-10-10-51-21/comment\4.html
京成電鉄(9009)の買い予想。 rninkabu さんの売買予想。 目標株価： 13円 期間： 長期(数ヶ月～数年) 日本株の時代到来,京成電鉄,2010/03/16,08:03,買い予想,rninkabuさん,468.89,"1,090.0",+405.14,13,長期(数ヶ月～数年),,,"2,637.0",04月10日,10:52,C:\Users\naoya\Desktop\nikkei225\minkabu\Output/9009-京成電鉄/2017-04-10-10-51-21/comment\40.html
